0,50.42495798,-3.59579735,32.74316159,-0.048953661,10.03264194,0.03872794
0.5,50.42494591,-3.595739959,34.34081273,0.010934971,10.0069236,-0.013958994
1,50.42493625,-3.595670991,34.8258779,-8.06E-05,9.99522065,0.028692857
1.5,50.42493509,-3.59560062,35.19681524,-0.030574748,10.01829918,0.017447952
2,50.424936,-3.595528176,35.66400114,-0.019460625,10.01123268,0.018675751
2.5,50.42493863,-3.59545875,35.51915215,-0.001597284,10.02568597,0.068312478
3,50.42494041,-3.59539188,36.18372106,-0.015408055,10.01107855,0.001136274
3.5,50.42493431,-3.595322184,36.3392831,-0.011540019,10.01265056,0.015914886
4,50.42493461,-3.595252941,36.60362227,-0.006894282,10.00421265,-0.0141162
4.5,50.42493637,-3.59518224,36.90798991,0.019513772,10.00028168,-0.002172191
5,50.42493747,-3.595112771,37.05169781,-0.008632941,10.00697398,0.031498291
5.5,50.42493869,-3.595043264,37.3775545,0.01482342,9.991646973,0.008734975
6,50.42493856,-3.594973136,37.56001299,0.009194684,9.999586182,-0.044663892
6.5,50.42493764,-3.594902249,37.5259925,0.005311568,9.998636198,0.002016542
7,50.42493756,-3.594830879,37.5837924,0.002802917,9.998465245,-0.023781448
7.5,50.42493694,-3.594760727,37.66802318,-0.010920427,9.973894393,-0.020079324
8,50.42493653,-3.594689535,37.62886158,-0.021733187,9.979311768,-0.006019517
8.5,50.42493519,-3.594618841,37.73530413,-0.065855252,9.991348871,0.026437085
9,50.42493447,-3.594549613,37.71311165,-0.040937561,9.977525894,0.064285817
9.5,50.42493427,-3.594478862,37.63896469,-0.023553901,10.01953144,0.045760463
10,50.42493538,-3.594411611,37.82106314,-0.037461588,9.998610288,0.007402813
10.5,50.4249374,-3.594341245,38.32333282,0.01483662,10.49318835,-0.003559676
11,50.42493766,-3.594264726,38.44233825,-0.015080977,10.98586329,0.02413955
11.5,50.42493849,-3.59418781,38.63625848,0.014778661,11.4884247,-0.02359256
12,50.42493874,-3.594105181,38.78680671,-0.004745932,11.96994509,0.039264861
12.5,50.42493888,-3.594018124,39.02558059,0.005264604,12.51368966,0.043045059
13,50.4249378,-3.593927636,39.11324105,0.023186411,12.99430969,-0.01747914
13.5,50.42493823,-3.593834179,39.18921126,0.01954842,13.49964169,0.012554981
14,50.42493931,-3.593737406,39.26367756,-0.00115233,13.98799463,-0.041398604
14.5,50.42493847,-3.5936369,39.24109659,0.040239108,14.5027414,-0.040634754
15,50.42493768,-3.593532738,39.05189459,0.044157692,14.99695842,-0.010517986
15.5,50.42493761,-3.593426735,39.0987294,-0.029049754,15.51034206,-0.01466613
16,50.42493805,-3.593316368,39.06510117,0.003308616,16.01198541,-0.011141035
16.5,50.42493871,-3.59320172,39.22328987,-0.009343613,16.50217368,0.000182772
17,50.42493865,-3.593083138,39.18475314,0.017540396,16.9935057,0.034160607
17.5,50.42493898,-3.592960403,39.21874778,0.015668765,17.48850503,0.036547729
18,50.42493871,-3.59283548,39.28855189,0.030700738,17.99521812,0.000409102
18.5,50.42493771,-3.592707047,39.26549395,-0.010891655,18.50718098,0.031958105
19,50.42493759,-3.592575538,39.34547607,-0.011116196,19.00320656,0.005011166
19.5,50.42493687,-3.592439176,39.38954594,-0.0097673,19.50924603,-0.006085917
20,50.42493674,-3.592300009,39.49303663,0.017712716,20.01159578,0.0105739
20.5,50.42493619,-3.59215849,39.39287837,-0.001912462,20.01302364,0.002886445
21,50.42493658,-3.592018581,39.6032531,0.009987334,20.00212651,-0.01611817
21.5,50.42493656,-3.591877475,39.62612338,0.011701289,19.977487,0.021763698
22,50.42493668,-3.59173626,39.60676332,0.040343644,19.99698441,-0.013726516
22.5,50.42493655,-3.591594513,39.5421377,0.013687223,19.99728879,0.007506318
23,50.42493734,-3.591453932,39.53397719,0.034426345,20.00067186,-0.011558103
23.5,50.42493693,-3.591312823,39.56226707,-0.010052597,19.99938704,-0.001386216
24,50.42493624,-3.591172173,39.5767773,-0.005505953,19.98040391,-0.05553751
24.5,50.42493595,-3.591031269,39.66331452,-0.022297499,20.00894913,-0.013418079
25,50.42493598,-3.59089013,39.61118041,-0.012516845,20.0191942,0.050464644
25.5,50.42493465,-3.590748863,39.53267316,-0.016946586,20.0052616,-0.010039991
26,50.42493462,-3.590608118,39.60066621,0.003172996,20.01512975,0.02649927
26.5,50.42493479,-3.590467256,39.68263415,0.010893867,19.99043272,-0.026386607
27,50.42493554,-3.590325809,39.67595917,0.002114371,19.99769532,0.010257443
27.5,50.42493586,-3.590184375,39.6183376,0.052659433,19.99527085,-0.030572743
28,50.42493521,-3.590043986,39.58619444,0.001953508,19.98248443,-0.002641027
28.5,50.42493514,-3.589902759,39.6520757,-0.019772348,19.9932731,-0.062920159
29,50.42493504,-3.589763155,39.72036645,0.03111477,19.99767825,-0.051576009
29.5,50.42493462,-3.589623612,39.68176648,0.004170657,20.00117852,-0.034410297
30,50.42493459,-3.589482061,39.71467538,-0.026669134,20.00821768,0.06336519
30.5,50.4249349,-3.589342202,39.79712194,0.000242774,19.49290966,0.024462814
31,50.42493436,-3.589205857,39.79575743,-0.017152709,19.01631623,0.032703715
31.5,50.42493412,-3.589073978,39.80107346,0.01082701,18.50463633,0.00727102
32,50.42493402,-3.588945735,39.78281521,0.040209596,17.99158607,-0.033927396
32.5,50.4249341,-3.588820536,39.78829303,0.012942138,17.51065817,0.00444455
33,50.42493341,-3.588700088,39.78932532,-0.020037497,17.00795956,0.064142295
33.5,50.4249335,-3.588583008,39.73081948,0.012234681,16.50609315,0.02060486
34,50.42493393,-3.588469901,39.73916566,-0.006385515,16.00735016,-0.009866501
34.5,50.42493398,-3.588358619,39.86098084,-0.014810717,15.5201824,-0.036574754
35,50.42493384,-3.588250466,39.75965753,0.007006792,14.98351744,0.018915124
35.5,50.42493344,-3.588148253,39.64137193,-0.039442542,14.50237388,0.074602516
36,50.42493283,-3.588047287,39.53563317,0.036823337,14.00220464,0.01849782
36.5,50.42493315,-3.587950487,39.55675576,0.014344787,13.49584003,-0.058210127
37,50.4249336,-3.587855857,39.65536545,0.004236667,13.00624169,0.034019274
37.5,50.42493372,-3.587766919,39.63360255,0.001695138,12.51147826,0.038744772
38,50.42493447,-3.587681774,39.73385473,-0.002028925,12.01270074,0.005049571
38.5,50.42493482,-3.58759938,39.6446216,0.006407595,11.47773554,0.029550272
39,50.4249349,-3.587520011,39.71288918,-0.011570666,10.97799426,-0.036484638
39.5,50.42493518,-3.587444674,39.7110386,-0.009106859,10.489511,-0.004076225
40,50.42493515,-3.587372343,39.86628697,-0.00170411,10.00332715,-0.010388683
40.5,50.42492476,-3.587304585,39.87960077,-4.374855693,8.969634248,-0.045856692
41,50.42489707,-3.587253138,39.8200276,-8.128058974,5.773612223,-0.019236983
41.5,50.42485655,-3.587229307,39.84901691,-9.971579917,1.20708888,-0.004230224
42,50.42481076,-3.587225663,39.97874112,-10.32572284,0.010068981,0.054744773
42.5,50.42476339,-3.587225211,39.9709494,-10.83686486,0.00104826,0.006897099
43,50.42471333,-3.587225791,40.00477732,-11.33775958,-0.020184218,0.001433768
43.5,50.42466194,-3.587226483,40.06526632,-11.81295196,0.002582193,-0.012245021
44,50.42460716,-3.58722605,40.06031973,-12.32125412,0.019132768,-0.016953636
44.5,50.42455151,-3.587224976,40.02684944,-12.8812473,-0.015570261,-0.008926822
45,50.42449233,-3.5872248,39.96658809,-13.36575268,0.004234693,-0.003424597
45.5,50.42443136,-3.58722552,40.0088053,-13.83398706,-5.48E-05,0.021356117
46,50.42436862,-3.587226154,40.06139432,-14.34913343,-0.019119037,0.016931233
46.5,50.42430301,-3.587226608,40.07087971,-14.83852485,-0.009697449,0.034255947
47,50.42423579,-3.58722752,40.11083392,-15.33363107,0.002613749,0.004365765
47.5,50.42416543,-3.587227794,40.15008686,-15.83055132,-0.012504737,-0.035793588
48,50.42409266,-3.587227555,40.16331978,-16.34858647,0.001428805,0.018815872
48.5,50.42401826,-3.587228849,40.13791515,-16.88730303,0.012451932,0.05442782
49,50.42394182,-3.587228228,40.11503942,-17.31861313,0.014090686,0.009041631
49.5,50.42386249,-3.587228026,39.95759289,-17.82371918,-0.00871032,-0.023411274
50,50.42378133,-3.587227237,40.00062138,-18.3103893,0.00062206,-0.006495558
50.5,50.4236973,-3.587227419,39.9690403,-18.87066447,-0.004315883,0.015813448
51,50.42361095,-3.587227725,40.01335384,-19.38775229,0.000635762,-0.010259512
51.5,50.42352283,-3.587227619,40.11947616,-19.8640465,-0.004530419,0.038403521
52,50.42343439,-3.587227881,40.13424587,-19.95321751,-0.010059534,0.002612024
52.5,50.42334437,-3.587227531,40.18963841,-19.99585055,-0.007885025,0.003927778
53,50.42325412,-3.587227322,40.27207726,-20.00491814,-0.011870149,0.016328944
53.5,50.42316409,-3.587227611,40.35525391,-20.00257183,0.000644151,0.043001554
54,50.42307361,-3.587226466,40.30703128,-20.01115382,-0.003508653,-0.011467159
54.5,50.42298339,-3.587227386,40.28860655,-19.97655238,-0.007023736,-0.013437149
55,50.42289393,-3.587227254,40.24064864,-19.98406639,-0.008622051,-0.009390279
55.5,50.42280411,-3.587227484,40.26517565,-19.99939943,0.001942997,-0.007467982
56,50.42271451,-3.587227132,40.31692715,-20.01336799,-0.009479405,0.031489161
56.5,50.42262435,-3.587226424,40.32560633,-20.02179328,-0.006131907,0.097577944
57,50.42253418,-3.587225778,40.28210158,-19.98491485,0.006039383,0.012550189
57.5,50.42244449,-3.587225058,40.29128487,-20.04281825,0.000862134,0.053950406
58,50.42235424,-3.587224861,40.29300618,-20.01247846,0.001826173,-0.024435922
58.5,50.42226448,-3.587224664,40.31198799,-19.96050494,-0.00714537,-0.036087684
59,50.42217477,-3.587224208,40.37820313,-20.02188944,-0.004888488,-0.025619673
59.5,50.42208427,-3.587223799,40.38322777,-19.97687556,-0.016071828,-0.056436115
60,50.42199495,-3.587223188,40.39971039,-20.00023455,-0.003386306,-0.002607082
60.5,50.42190464,-3.58722278,40.34055728,-19.94287483,0.00286292,-0.002636455
61,50.42181479,-3.587222207,40.33198736,-20.03007476,0.005892669,-0.006788337
61.5,50.42172494,-3.587222376,40.34145346,-20.03115289,0.006265246,0.014483205
62,50.42163421,-3.587219799,40.4119724,-19.98387902,0.634410679,-0.014851185
62.5,50.42154449,-3.587211314,40.42690334,-19.94324424,1.602260707,0.003706682
63,50.42145531,-3.587196647,40.48093527,-19.82788769,2.626737246,0.005921277
63.5,50.42136704,-3.587175824,40.52769743,-19.68158268,3.611546145,0.003958184
64,50.42127818,-3.587146604,40.5274025,-19.44454687,4.580096454,0.002984264
64.5,50.4211916,-3.587111038,40.57528771,-19.22559583,5.565691769,-0.004551342
65,50.42110583,-3.587067633,40.4765982,-18.90449124,6.5205332,-0.003470715
65.5,50.4210214,-3.58701897,40.47253635,-18.55248147,7.460129895,0.015813328
66,50.42093816,-3.586962915,40.57706327,-18.17638296,8.358496769,-0.0410386
66.5,50.42085732,-3.586900897,40.50833158,-17.72261261,9.274913755,-0.003715111
67,50.42077869,-3.586832926,40.57287314,-17.29845082,10.01334979,-0.00110428
67.5,50.42070079,-3.586762991,40.56142735,-17.30521612,9.99089242,0.00332833
68,50.42062291,-3.586692775,40.5380964,-17.3452386,10.01818258,0.024392444
68.5,50.42054457,-3.586623407,40.52678895,-17.34553663,10.00395889,0.013252076
69,50.42046648,-3.586553153,40.58754629,-17.36228428,9.99759171,-0.058078733
69.5,50.42038883,-3.586482197,40.58313665,-17.30687107,10.00200348,-0.001833216
70,50.42031135,-3.586411861,40.69783191,-17.3440115,9.99416367,-0.016184692
70.5,50.42023315,-3.586341491,40.61998856,-17.29489763,10.00483698,0.025802813
71,50.4201554,-3.586271779,40.61444244,-17.31820785,10.02404409,0.017464813
71.5,50.42007738,-3.586201388,40.61310538,-17.29312375,10.00873214,-0.047787966
72,50.41999941,-3.586130948,40.62703911,-17.31491948,9.99809343,-0.011650715
72.5,50.41992214,-3.586061247,40.65812803,-17.31336267,9.99790853,0.051295114
73,50.41984467,-3.585990222,40.64614093,-17.33298077,10.03086264,0.065384826
73.5,50.41976748,-3.585920596,40.56733014,-17.32038992,9.986513631,-0.038339972
74,50.41968988,-3.585850502,40.50663572,-17.34273247,10.02207939,0.039170102
74.5,50.41961216,-3.585780844,40.43581279,-17.32771961,10.01323797,0.01664719
75,50.41953356,-3.585711024,40.37670181,-17.33857391,9.997953029,0.00473676
75.5,50.41945605,-3.585641345,40.33926049,-17.33366052,10.01443578,-0.000274188
76,50.41937854,-3.585572223,40.41331882,-17.32253753,9.995820972,0.009821726
76.5,50.41930131,-3.585501958,40.3062535,-17.33549964,10.01425732,0.026647503
77,50.41922273,-3.585430755,40.24934547,-17.38493992,10.03666195,0.064635902
77.5,50.41914411,-3.585359276,40.23329897,-17.78888055,10.29543563,0.038082356
78,50.41906306,-3.585285954,40.13954221,-18.25315782,10.54022107,0.039173276
78.5,50.41898007,-3.585211021,40.16285876,-18.71800948,10.76655922,0.014446568
79,50.41889563,-3.585134923,40.09699708,-19.11634454,11.02636371,0.042561674
79.5,50.41880883,-3.585055303,40.09517296,-19.57153127,11.28942418,0.078814218
80,50.41872007,-3.584976142,40.14256876,-19.96206608,11.53408402,-0.061734055
80.5,50.41862927,-3.58489379,40.13474393,-20.41011826,11.78955442,0.01135488
81,50.41853658,-3.584810012,40.17528305,-20.84504042,12.02791316,-0.00135244
81.5,50.41844179,-3.584725297,40.18637906,-21.28255112,12.27392265,-0.005699358
82,50.41834509,-3.584637552,40.22627276,-21.72463982,12.55452276,0.042191807
82.5,50.41824637,-3.584549549,40.23494853,-22.17424125,12.79061896,0.084960491
83,50.41814569,-3.584459296,40.27425904,-22.59809078,13.03092422,-0.027668245
83.5,50.41804374,-3.584366765,40.29185836,-23.02935186,13.27832145,0.011916162
84,50.41793916,-3.584273339,40.37641573,-23.37862215,13.51315936,-0.075364985
84.5,50.41783335,-3.584177241,40.45059306,-23.89343048,13.77971608,-0.014594662
85,50.41772499,-3.584079762,40.42200142,-24.33411944,14.04509582,0.087716414
85.5,50.41761468,-3.583979872,40.41782661,-24.76505668,14.27973442,0.038424902
86,50.41750169,-3.583878584,40.46910528,-25.16219891,14.51642672,-0.024210514
86.5,50.41738768,-3.5837758,40.51762397,-25.61937574,14.79066717,0.074011294
87,50.41727146,-3.583671696,40.57667534,-25.97638353,15.00615435,0.035348119
87.5,50.41715461,-3.583565288,40.56573258,-25.97760348,15.02406434,-0.009663995
